,id,artist,title,album,popularity,artist_ids,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
3168,0hwkukpHcBJfGcIUxi1tK2,YNW Melly,Freddy Krueger (feat. Tee Grizzley),Freddy Krueger (feat. Tee Grizzley),69,"1cNDP5yjU5vjeR8qMf4grg, 6AUl0ykLLpvTktob97x9hO",0.834,0.621,7,-6.156,1,0.0821,0.0918,0.0,0.0759,0.613,140.05,244506,4
3169,7jIujRjK5JKNrMCcAvYUTN,Dr. Dre,Keep Their Heads Ringin',Friday (Original Motion Picture Soundtrack),60,6DPYiyq5kWVQS4RGwxzPC7,0.672,0.777,9,-4.238,0,0.0956,0.0379,0.00141,0.159,0.238,90.575,305573,4
3170,0WmyLH7XemypvsAHuIOCp7,Mogli the Iceburg,Reinventing Your Exit,Sad People Make Dope Music,4,1SZikSUx9fZ2cUFjrmM6Sy,0.54,0.711,11,-9.1,1,0.0468,0.00505,2.08e-05,0.108,0.15,155.074,244328,4
3171,6LyAwkJsHlW7RQ8S1cYAtM,Metro Boomin,Overdue (with Travis Scott),NOT ALL HEROES WEAR CAPES (Deluxe),70,"0iEtIxbK0KxaSlF7G42ZOp, 0Y5tJX1MQlPlqiwlOH1tJY",0.638,0.4,11,-11.212,0,0.0425,0.733,0.000133,0.334,0.495,150.133,166093,4
3172,1Ft6KgjMR7TSVkryV7gq8n,Skrillex,Stranger,Recess,48,5he5w2lnU9x7JFhnwcekXX,0.485,0.835,2,-4.092,1,0.111,0.0119,0.00129,0.0504,0.118,127.954,289973,4
3173,4LKWZlIzuYgAgNa4bUbBvA,The Jacka,Cuz I'm The Mack,The Jacka,24,1Z3HvW1V35gdsbhY20SMoU,0.783,0.358,5,-11.17,0,0.319,0.0248,0.0,0.387,0.519,86.987,232280,4
3174,5cv0h7ZB1SlJe2XXPNMrQ1,Slimelife Shawty,Frontline,No Slime Left Behind,30,09XX4vGibhdivyKlxP8MRf,0.709,0.393,1,-11.444,1,0.589,0.0256,0.0,0.328,0.355,82.573,151198,4
3175,3onsgQXNuUa4W1OhjBN4Mz,Clairmont The Second,A Declaration,Quest For Milk And Honey (Black Edition),5,2FtWl97A21W2V0urMwaWn7,0.679,0.535,8,-7.503,0,0.703,0.34,0.0,0.601,0.344,111.814,217512,4
3176,2v5JTeM6hSmi5wWy7jiwrI,Lil Peep,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),73,"2kCcBybjl3SAtIcwdWpUe3, 3aGFCoR8xGN6DKwvdzeSja, 4UXqAaa6dQYAk18Lv7PEgX",0.741,0.845,5,-3.568,0,0.0381,0.15,0.0,0.174,0.926,129.939,233613,4
3177,5BAvKQdT2biuoDhuTYSLmF,Blu,Stalkers,A Long Red Hot Los Angeles Summer Night,12,"1KeJhR0ENFviw187pD4LPT, 5PA6iCCOkq14PpMWWlhJ5T, 2DaOj0KTAEzIz3K9LzjHsN",0.452,0.818,6,-6.687,1,0.33,0.592,0.0,0.129,0.373,86.568,123191,4
3178,76Ceb3pvgGsZb40pSIrSMH,Spice 1,The Murda Show (feat. MC Eiht),Best Of Spice 1,39,"4TqmaFJYM8SvuhrunxpmT3, 4XqfpACObRB5AsBcUYjL8X",0.761,0.721,11,-6.91,0,0.264,0.0052,0.0276,0.0768,0.789,89.858,267707,4
3179,1eXxhEh0cOhp2VeXi8sH5N,Paranom,So High,Life Outside The Frame,1,"0ktM7PMneJlD9FdEX9SSpZ, 3uqT5AC2OSsfU6HZ1RqAHo",0.683,0.608,10,-8.59,0,0.0772,0.377,0.0,0.112,0.536,94.029,246732,4
3180,25MxBhaJxb8llGoutKRsGl,Bukshot,One More For the Hataz,Exclusive Edition,0,1PNBrIaMP3QSnJjOPvJNuz,0.847,0.679,4,-6.671,0,0.233,0.0647,0.0,0.118,0.636,89.021,222760,4
3181,2boK2MX9CknrZyAQ8vlKHl,2Pac,Unconditional Love,Greatest Hits,44,1ZwdS5xdxEREPySFridCfh,0.728,0.61,10,-9.253,0,0.323,0.398,4.16e-06,0.12,0.715,82.794,238307,4
3182,2EIIJ01bxQhHvFVqLRge5f,Pastor Troy,I'm Fucked Up,"The Greatest Hits, Vol. 1 (Deluxe Edition)",3,3D04N2X2w6vUGeyG94FBaY,0.813,0.945,4,-5.176,0,0.337,0.00992,0.0,0.167,0.817,157.948,194813,4
3183,3DUBhiM44zetJNERX0n8Nk,The Royal Concept,Gimme Twice,Royal,42,7LAucJAvbQa7ZIA0qP8YI2,0.409,0.951,11,-3.487,1,0.157,0.000306,8.11e-06,0.314,0.523,155.967,204227,4
3184,3NjEccDiBRcrlSOXxDLu8A,Billyracxx,Sober for Wat,Sober for Wat,12,"6S4PaG0wJvZOUPxbnrvN4O, 4wrFUdBKN4RBMtC3ZoLVdw",0.818,0.711,9,-7.375,0,0.225,0.401,0.0,0.107,0.421,100.057,231001,4
3185,74kiVzQBVxsdtseBme8xm1,Snap Dogg,Gunplay (feat. Cashpaid Elway),Sacrifices,11,"3gwjMn413kOhSLR9wb4CWJ, 32uN4tQxqrQfsBWnwKNhUo",0.764,0.841,7,-6.645,1,0.225,0.0839,0.0,0.113,0.376,94.049,246271,4
3186,3oMgeBTWn2AbLzVHbhmZI6,Skrillex,Reptile's Theme,Reptile's Theme,46,5he5w2lnU9x7JFhnwcekXX,0.629,0.891,2,-4.912,1,0.213,0.000354,0.0459,0.251,0.518,109.91,236520,4
3187,7o1mqQXPmKXZhQ3wYpCnSi,The Williams Brothers,Still Strong,My Brother's Keeper II,21,6deBxd8qgegXF4iFZOuW2R,0.593,0.573,8,-7.383,1,0.133,0.474,0.0,0.0746,0.596,94.913,282828,3
3188,3Xn7rl1T9oFvw5xB1P8nAp,SwizZz,Low-Dough,Haywire,23,3nSjdp5h4cbbTOn59qKKHR,0.682,0.637,1,-5.1,0,0.249,0.0135,0.0,0.104,0.563,156.025,277550,4
3189,34aM4AadnV3foQ1cadQYr9,Channel Tres,Controller,Controller,55,4cUkGQyhLFqKHBtL58HYVp,0.888,0.696,3,-6.597,0,0.0608,0.00469,0.296,0.0466,0.723,118.003,208458,4
3190,5Znb2Ebgqea3CqryP6xDBN,Casey Veggies,Walking Accomplishment (feat. Wale),Fresh Veggies 2,23,"0uFc6StTmJBvdHPZFDkdJy, 5Joy3NHmxKQGEOnjxtaMz3, 67nwj3Y5sZQLl72VNUHEYE",0.815,0.619,5,-5.46,1,0.253,0.363,0.0,0.623,0.566,119.958,228000,4
3191,0SfG57HqtBNqKN9O27fo1s,Lil Pump,Racks on Racks,Racks on Racks,57,3wyVrVrFCkukjdVIdirGVY,0.822,0.484,1,-7.166,1,0.0865,0.0311,6.22e-06,0.31,0.0934,150.061,129778,4
3192,2J8h6CYjgekMZ6YLzNxG1g,Jon Waltz,Backstreets,Backstreets,35,0fykVRaVSsAkxDFfLoCd1J,0.785,0.392,1,-8.048,0,0.102,0.703,7.07e-05,0.123,0.845,140.057,178286,4
3193,7uI2V3XvGp7eLUxVQ2BXVi,Count Bass D,Fat Back,In This Business,1,"3P1ULKxhVEpywj0hogWT44, 2fa48dbRhhHcyZu8YFtZXe",0.519,0.341,0,-20.43,0,0.0742,0.742,0.667,0.322,0.802,96.205,67059,4
3194,6gLX2CZb7amBVbu5xuxVYs,DeJ Loaf,"Get Money (feat. Benny The Butcher, Conway the Machine & Boldy James)",Sell Sole II,42,"7kFfY4UjNdNyaeUgLIEbIF, 5Matrg5du62bXwer29cU5T, 4fpwOzxFRMVGfd197dKIdY, 67gqUXxHedeUGDTxwBzdjS",0.515,0.736,0,-3.781,0,0.406,0.215,1e-06,0.0985,0.629,80.543,269136,4
3195,68vAkrT76dUz0fLJmRRDBN,John Givez,Precious Eyez,A Demo,18,2RhGXxsDpB0eB122Ce3WYB,0.509,0.594,11,-6.397,0,0.141,0.353,0.0,0.106,0.28,128.564,222643,4
3196,4g62KxH0rLGGb63CJPGbcf,Dutch Nazari,Così bravi,Amore povero,20,2mHrcXHBgPciUOYh3JHISu,0.596,0.653,1,-7.516,1,0.0808,0.067,0.0513,0.0868,0.237,80.291,239000,4
3197,4ljcygXfdB1ig9R7SSgRXO,Paxquiao,Just Tryna,Dodgin the Raindrops,6,1YhthHHCDrrokQ3xsYImWd,0.606,0.579,6,-9.447,0,0.281,0.019,0.0,0.176,0.52,134.587,213499,5
3198,0Goz1SnrbzgZugfXIlzNhZ,Requiem Inc.,Make Me Feel,THIS IS A CULT.,7,0AVDrFPDLiiQptdtfPevzg,0.693,0.888,2,-5.883,1,0.155,0.0443,2.77e-06,0.635,0.65,152.046,167759,4
3199,1SauOgFblKTgAJk6JquqTm,Eanternet,Voicemail1,Eanternet,0,7qXYm8aMEH17chTxIWG0bD,0.694,0.241,2,-13.169,1,0.413,0.974,0.0,0.114,0.573,101.308,46000,4
3200,0Fpen1PTuEnCmOJtUU9Iud,Lil Uzi Vert,New Patek,New Patek,69,4O15NlyKLIASxsJ0PrXPfz,0.85,0.785,8,-4.963,0,0.345,0.0367,0.0,0.155,0.718,145.063,343099,4
3201,1QOxaQ0QruusmKZk5G3sot,NLE Choppa,Moonlight (feat. Big Sean),From Dark to Light,74,"0ErzCpIMyLcjPiwT4elrtZ, 0c173mlxpT3dSFRgMO8XPh",0.681,0.791,1,-6.292,0,0.131,0.62,1.97e-06,0.106,0.755,147.961,210057,4
3202,5zTly3fZFWKcm68AJDGRhe,WC,You Know Me,Revenge Of The Barracuda,23,3NgwMzys77S7sgfh2W5k0V,0.671,0.816,10,-4.182,1,0.246,0.00456,0.0,0.11,0.704,86.41,233707,4
3203,2T0DSVEhmeEG2b3dQ5fqTR,3-D Straw,Ghetto Mafia (Kapres Truth by Message) [A Games Song Interference] [feat. Yodo Dodo],Ooze Music 2,0,"3WQsiJ2fPJWyBCDViWOjEF, 0xlls97oUx9OL67IyoVEOP",0.625,0.471,1,-9.783,1,0.378,0.4,0.0,0.944,0.357,120.001,361509,4
3204,4pcyWJiAvOwdVxn7xjhR0N,All Time Low,Life of the Party,Last Young Renegade,47,46gyXjRIvN1NL1eCB8GBxo,0.553,0.83,6,-5.697,0,0.038,9.83e-05,0.0,0.343,0.236,101.994,205307,4
3205,2gSsqM9dCuRluXtRYl4kCk,Ant Banks,Packin' a Gat,Big Badass,25,6KnIBNJz25ik5sGjtvYFEi,0.913,0.592,1,-6.762,1,0.276,0.0927,0.000794,0.394,0.603,90.03,319667,4
3206,1EOhbvYQS4aAq3XqfTB6uy,DJ Undamaged,My Brother's Keeper (feat. Lil Boosie),Undamaged Volume 2,19,"7x6JbTOXukhkx5Au72TLAc, 6z7xFFHxYkE9t8bwIF0Bvg",0.807,0.599,9,-9.583,1,0.349,0.00318,0.0,0.0693,0.697,146.22,280189,4
3207,1B9msuXhOTn1NJjOo8ckOL,Enigmatik,Pour nos frères et nos sœurs,Classics,1,"1ElPf8oKBujwaf7vsOUcv8, 5MyafTxCvKDZVVALZUByV3",0.764,0.82,2,-7.274,1,0.199,0.0917,0.0,0.309,0.549,90.992,326547,4
3208,0nlJXsq97EH2eu9IPKSp4s,Planet Asia,Stay Ready,Black Belt Theatre,2,"7dGfoIWAb0h9eGpl3vEkVo, 55TH3aMMK1u2VsR8DPGC6D, 0jvcMrLERD8aVJ7dR1kiQS, 2rsoYcNErOGWZyhUcmGIOx",0.329,0.84,2,-6.221,1,0.57,0.097,0.0,0.772,0.634,175.615,238613,4
3209,6Y55LEG1nKZlvYV6RSCKfQ,Daniel Nunnelee,Fireworks (The Last Time),Fireworks (The Last Time),24,0rNsySWLw0GRzrj2Kh6jBs,0.527,0.375,5,-11.219,1,0.0541,0.506,3.4e-06,0.0999,0.334,151.683,202693,3
3210,2nLOf8SquAOsh07MRx2ZrG,D-Black,99 Bottles of Beer On the Wall,99 Bottles of Beer On the Wall,7,5ZekVC3mf0f7onaaouJCsd,0.727,0.641,1,-8.959,1,0.32,0.276,0.0,0.148,0.769,88.011,329909,4
3211,7ulO3AlAU5Ku51pga8RMPk,Lucariello,Fore C'a Capa (feat. Caparezza),Fore C'a Capa (feat. Caparezza),14,"1pv59RDMxb8WKREVPpLDK9, 4l0PmbNvFq3m5JaUuAPbcB",0.739,0.822,9,-4.692,0,0.156,0.319,1.98e-06,0.0537,0.683,139.974,253714,4
3212,7jiQBuq1bQ8XsdhSYbIowr,Gordo Sarkasmus,Sabotaje,Herejías,21,"38N7geKwv6xd2fESw199BD, 5Njezu4xqAnJWdyzDf5gW7, 5KBPxIED8ejHkvhs4KCzyS, 2MzDDkhoWwIql5EiNieC73",0.725,0.751,4,-6.054,0,0.336,0.109,0.0,0.267,0.472,191.313,172907,4
3213,40cvs2pISPXxPdHizhD9aE,Flash Giordani,SHE GONE 2.0 ( PROD. SCOTT $AUCE),SINCE YOU'VE BEEN GONE,1,72p4Ib8eIBOJvaPYebydrf,0.676,0.678,6,-7.512,1,0.0758,0.485,0.0,0.31,0.775,99.962,233953,4
3214,6aQXkUMoJJSXj01Hmcx7Ih,The Click,Get Chopped,Game Related,17,3s1xcekYgnSkBm8QK1uBYD,0.807,0.663,2,-8.737,1,0.158,0.00632,2.89e-06,0.0729,0.51,92.979,266493,4
3215,022YBBuvmcGIiGzQ2vpODc,Gordo Sarkasmus,Se Murmura,Herejías,20,"38N7geKwv6xd2fESw199BD, 5Njezu4xqAnJWdyzDf5gW7, 5KBPxIED8ejHkvhs4KCzyS",0.759,0.867,4,-4.666,0,0.192,0.27,0.0,0.307,0.628,105.992,148600,4
3216,3W2M4KyRLWNLSm6NvdZLZg,MDC,Shades of Brown,Shades of Brown,9,5JQSncL9xdFUl0FrdYMWV0,0.428,0.925,8,-6.427,1,0.122,0.0257,2.76e-06,0.113,0.202,114.689,199134,4
3217,4a6kiXp732jKYKhDlYecz0,MDC,I Hate Work - Millions of Dead Cops - Full Length,Millions of Dead Cops - Millennium Edition (Remastered),16,5JQSncL9xdFUl0FrdYMWV0,0.481,0.934,0,-4.52,1,0.213,0.0122,0.0,0.324,0.637,98.782,56744,4
3218,0SSaZNYFCW6XMYrdY8dy6p,Duke Deuce,Intro / Black Haven,Memphis Massacre,22,24zj84GShUIcBQYq6VpOYW,0.691,0.782,7,-5.567,1,0.163,0.0129,0.0,0.306,0.54,134.94,203747,4
3219,3D7HFYWj4iwr8U4IxvB1Kq,Ńemy,Know - How,Skit,5,"6ndY59DhAU7zquTLkrCxB3, 4PpHZwqxdYMMnLkYJ83vUJ, 2IoRWixt1uPyrG1gWeQLjJ",0.501,0.687,11,-6.823,0,0.423,0.277,0.0,0.253,0.348,75.544,235905,1
3220,0NQkg7sWz9BZ3UQY37hNQg,Canibus,Mr. Montana… Thank You,"Time Flys, Life Dies... Phoenix Rise (Super Deluxe Version)",3,"2lQvoGjN6jJfsAkaywtgrB, 4VhYUWpDsLraUG6Sd8g9TF",0.38,0.777,10,-4.849,0,0.368,0.174,0.0136,0.671,0.894,171.364,255920,4
3221,5aSFF8Ye2PdjLbtKCIB7Hf,Meyhem Lauren,Critical Thinking,Raw Cashmere,17,4lph4e07jjlKkioG1bQx95,0.629,0.629,7,-6.857,1,0.222,0.0583,4.43e-05,0.0837,0.716,81.383,273553,4
3222,4BCAZJ3SQWodPRjg7oJvu6,Mistah F.A.B.,Black Hollywood,"Son of a Pimp, Pt. 2",16,"55TH3aMMK1u2VsR8DPGC6D, 4sb7rZNN93BSS6Gqgepo4v, 7hJcb9fa4alzcOq3EaNPoG, 4HgF4KnohByNElYid7iCNb",0.642,0.711,6,-4.678,0,0.123,0.172,0.0,0.333,0.202,87.033,278936,4
3223,6XLBsbmvm7wIrBy3GmWJD8,Tropkillaz,Hideho,Hideho,48,5bzWtCkjIAMgN93gLt56SO,0.418,0.929,5,-2.894,0,0.267,0.00022,0.248,0.128,0.249,193.938,182790,4
3224,6Z9PWMcrQmaDmyjByjoxZl,JOHNNASCUS,Synth _96 V2,Errquu,16,1Kvu06TxgDMSFkoYQEj6Rv,0.509,0.883,6,-5.028,0,0.0599,0.267,0.134,0.0907,0.202,74.986,211200,4
3225,4UrGGEcUz6rQOZDrYVxb79,E-40,Slappin,Slappin,33,"3crnzLy8R4lVwaigKEOz7V, 3DiSC0nSNNWpPy5ZK3mcrz, 5M0lbkGluOPXLeFjApw8r8",0.845,0.803,1,-4.888,1,0.239,0.0572,0.0,0.13,0.475,99.039,230293,4
3226,4ixD6bSwnSlzuBrd2c80vI,E-40,Captain Save A Hoe,The Mail Man (Original Master Peace),44,"3crnzLy8R4lVwaigKEOz7V, 3s1xcekYgnSkBm8QK1uBYD, 2EpVYXcMdxyQEMMaBuDynU, 09MQBKHQESWzA2FuEUD3WL, 6nltEpEZtqZD1v4YJLlaZI",0.8,0.336,7,-19.552,1,0.252,0.0579,0.0,0.223,0.538,82.996,288298,4
3227,1WccEaEgIW2eIXb9vgun9i,Mogli the Iceburg,Honest Conversations,Let's Talk About Our Feelings,11,"1SZikSUx9fZ2cUFjrmM6Sy, 0DFjLi4Q0zMYINxykwgiSx",0.494,0.272,2,-15.062,1,0.0482,0.5,0.0,0.0924,0.252,162.173,201032,3
3228,3JYvLy2xFSAqMuO0CwrTay,Little Bruce,"Funk Mobb Niggaz (feat. Mac Shawn, Funk Mobb, K1, G-Note & P-Dub)",XXXtra Manish,5,"3fjAQc2V7XBUBr6CGpLD0D, 1lEwaCaTnwRNJ9ktzzjyIT, 7xDrti2GLkCa1QqQW1wuSP, 2pH2beqAUKpLSpU6xQD9Cq, 1Cqf9DYO32vFY3PlrVeVZi, 1MdcKiJFeINsVgeBaXJeYb",0.804,0.725,11,-10.191,0,0.194,0.0381,0.0,0.174,0.477,96.996,316067,4
3229,1sfSPlgRbo15MaQXCkCPgA,Lil Jon,Take It Off (feat. Yandel & Becky G),Take It Off (feat. Yandel & Becky G),42,"7sfl4Xt5KmfyDs2T3SVSMK, 0eHQ9o50hj6ZDNBt6Ys1sD, 4obzFoKoKRHIphyHzJ35G3",0.706,0.851,1,-2.396,0,0.0369,0.0107,0.0,0.0504,0.267,110.017,266182,4
3230,67nPIH23jawd8adlJuiepd,The New Recruits,Step By Step,The Ten Count - EP,0,2CH5RMhS8szwR52tPpLPfQ,0.489,0.843,11,-3.864,0,0.0481,0.00318,8.48e-06,0.265,0.595,129.871,161088,4
3231,5CFvscpivObLfIVQtHyQxE,Quando Rondo,Scarred From Love,From the Neighborhood to the Stage,59,4IprNlQiJZUUJhDl0fL2SL,0.652,0.602,8,-6.6,0,0.275,0.224,0.0,0.0953,0.494,167.008,207000,4
3232,6tarvNiKnEjYMj1VZhlDqR,Lil Yachty,66,Lil Boat 2,64,"6icQOAFXDZKsumw3YXyusw, 6Xgp2XMz1fhVYe7i6yNAax",0.667,0.723,5,-4.31,0,0.27,0.0455,0.000193,0.213,0.251,148.058,153475,4
3233,4G33hVS0s7BEjYeK5ZDXf7,MDC,Dead Cops / America's So Straight,Now More Then Ever,29,5JQSncL9xdFUl0FrdYMWV0,0.325,0.928,6,-9.68,0,0.124,0.00152,0.0,0.392,0.241,116.572,118973,4
3234,3GW3AlLQLQ9FWK0MdXHZRs,Ciscero,Rio,Rio,19,"5oSCIcpPdrO3UhTMATxkYL, 2TLYSzGyVYkxAgYSCqUnQj, 1dbTwUlL11ZYdC1YAR07AM",0.837,0.482,2,-11.842,0,0.349,0.281,0.0,0.0957,0.455,139.971,238315,4
3235,79y4GJuL7f8HnmFjiaYjvF,Yellow Claw,Open,Los Amsterdam,41,"47z7ZrgFoBvVpCnElCE3Zh, 5adKMaYrGOMyOfnbiLPuHg, 5jm3x1qIibWdKSEMw2G011",0.522,0.86,10,-3.773,0,0.145,0.131,0.0209,0.122,0.259,128.019,210816,4
3236,1UF2kYegx0nY1ersdK5FE7,The Click,Mic Check,Down And Dirty,14,3s1xcekYgnSkBm8QK1uBYD,0.808,0.643,2,-8.968,1,0.282,0.0162,0.0,0.0366,0.788,170.165,234600,4
3237,5esKpsrB3TbGHwFaAjIGMx,A$AP Ferg,Move Ya Hips (feat. Nicki Minaj & MadeinTYO),Move Ya Hips (feat. Nicki Minaj & MadeinTYO),70,"5dHt1vcEm9qb8fCyLcB3HL, 0hCNtLu0JehylgoiP8L4Gh, 5SyGEPymt1G2uto47tVWvZ",0.809,0.68,4,-4.883,1,0.222,0.0535,1.2e-06,0.11,0.0653,143.988,146009,4
3238,6cOYEQhVXA88SZEHut730o,Illstar,Feder der Heilung,Violett Grün,10,"2ZrNB6U537eDcojKVAQwAt, 0xgb3TcXgLOuMkZ0EnDwkw",0.452,0.748,5,-8.645,1,0.543,0.114,0.0,0.107,0.515,157.996,187547,4
3239,1BGWypgwXDwWenqsZhRKLL,Bloodz Boi,Blood on My Shoe,Blood on My Shoe,4,"1U21I6Gqa4EyPwf7hJ1Phg, 5hQ8FB5G3ZujTh48TR6v8n",0.581,0.51,1,-12.618,1,0.0863,0.139,0.00768,0.11,0.442,146.006,166374,4
3240,3U8MbjNAP56IrzpbEFn1qN,Al James,Pa-umaga,Pa-umaga,59,2G7VQ1kVhVfNagytlousgm,0.911,0.299,0,-17.179,1,0.0752,0.17,0.00201,0.0952,0.565,130.038,189019,4
3241,7zL7fpZhwFkCLBU4T045sA,Richie Rich,Use Ta Sell,The Game,4,"4hSGrfIm5xRloHXESKxrFd, 05741gYNWwjy7BdAHJ4YOt",0.715,0.902,1,-6.18,1,0.0663,0.0643,0.000137,0.111,0.888,93.989,248627,4
3242,7kPFDu64L9besoSjyupOGJ,RL Grime,Always,VOID,31,5eIbEEQnDM8yuDVB0bimSP,0.426,0.744,9,-8.652,0,0.0362,0.489,0.616,0.5,0.0394,139.848,247714,4
3243,7FXpq3zrSU1QXx8jpbHnaW,Dee Mula,Promises,Let Me Get That Vol. 3,20,3vMbThcZsIGHUmGb5YtFoY,0.735,0.358,7,-13.948,0,0.433,0.768,0.0,0.112,0.168,138.059,198335,4
3244,0wZUot0JVgrBPst6gmxIm2,Xcese,Volver A Nacer,Illuminati,1,6q0a8EJVDLXee3CE2FHpIv,0.562,0.703,7,-6.524,1,0.0541,0.0865,9.02e-05,0.19,0.455,125.028,247867,4
3245,6qKFd3l9X5Mr3VsomeW4rQ,Nik Tendo,Goyard,LUNAZAR,52,"6gvVFtkTV4OCyQSCzGgU1h, 721o1Z0J6jQupyzLt9RnEk",0.539,0.636,6,-7.899,0,0.139,0.198,0.0,0.358,0.347,139.944,183372,4
3246,79reBHqpRoWXaQbjBBY3UC,Kanye West,All Day,All Day,60,"5K4W6rqBFWDnAN6FQUkS6x, 4EMtGVFvfCSrEmWaGV0roE, 1tUALn7PEhW7LpMuxvat2x, 4STHEaNw4mPZ2tzheohgXB",0.861,0.651,9,-4.718,0,0.111,0.0739,0.0,0.211,0.421,122.985,310907,4
3247,64uTGjEiqFqOHlYcnIT8vL,Gaither Vocal Band,It Is Finished,Reunited,32,0pjLiK5qb4Zr0PWRNkdd2o,0.255,0.555,10,-6.849,1,0.0352,0.247,0.0,0.321,0.122,71.602,346893,3
3248,0fK60qLRIpyT05TXzoSBY0,JID,Hereditary,The Never Story,54,6U3ybJ9UHNKEdsH7ktGBZ7,0.491,0.551,7,-12.332,1,0.358,0.466,1.94e-05,0.199,0.361,154.992,243206,4
3249,5dGjFxlQaByznBTsP4v8CU,Eshon Burgundy,Testify,For the Love of Money,35,25VsRrXJg8wvvMSSVwmp8E,0.534,0.933,6,-5.555,1,0.33,0.478,0.0,0.102,0.264,84.846,197853,4
3250,7IzDtwY3nWAdAE7OEB8AgF,Lord Vicar,Levitation,The Black Powder,8,1wWxscpcux50FKanp8CadH,0.272,0.786,6,-6.299,1,0.0383,0.000199,0.0573,0.146,0.182,143.383,297760,4
3251,3lGnnC1Wcxx4bZX52yzFsJ,Tribe Mafia,Follow Me,Teepee Gang,3,"1lda8DhyNYLOr8B2r0bkqG, 4Io0W7xMYxcxxIHcUIAS07",0.777,0.548,0,-8.368,1,0.114,0.425,1.18e-06,0.096,0.194,146.948,211069,4
3252,3dgemux944iGm2vYZEG2mM,808INK,Frank Lucas,Noisy Neighbours,12,"1eSFjbv86usit5ZF5ywtLf, 6UVkc7bPScP0qTQE5dDaEX",0.656,0.901,11,-4.404,0,0.121,0.0738,0.205,0.15,0.489,97.476,125621,4
3253,1HJ5zU9YdE3X4rPY7C94Fq,South Central Cartel,All Day Everyday,Cartel or Die...S.C.C.'s Most Gangsta,37,492BTrKk9HdCmjgLZ3vjbo,0.712,0.674,5,-6.109,0,0.346,0.322,0.0,0.0834,0.848,89.152,248053,4
3254,1YkzXsN6JuxYUvmgyisym9,Spice 1,Peace to My Nine,Spice 1,31,4TqmaFJYM8SvuhrunxpmT3,0.954,0.549,1,-13.101,0,0.268,0.011,0.0,0.176,0.343,101.135,298533,4
3255,13ga8xa7hDCvcVQEM1MwAd,Locko,Thank You Lord,The Bridge,25,7cUFvbLZrLySXBoxk39kCZ,0.757,0.606,1,-7.375,0,0.0506,0.0852,0.0,0.126,0.81,97.01,264093,4
3256,1e7JLF7tUtiAeUrKEyFTnc,reezy,Satellit,Satellit,30,1ul8iLt2WnFe2UIyovjg7q,0.845,0.602,5,-7.22,0,0.0464,0.243,9.64e-05,0.0859,0.845,133.034,188582,4
3257,1LrE9Hr5JXHFvf7u1jp0My,U.N.L.V.,Boom Get Chopped,Uptown 4 Life,5,4o52X0x5nh6Q8vnDKuy14G,0.813,0.814,8,-6.872,1,0.104,0.0444,0.0,0.133,0.559,95.28,322116,4
3258,3NjAxulzcqR9riwzAnoN7p,St. Lunatics,Midwest Swing,Free City,44,6rxiUsSvkn5yTs1kfuV8Le,0.846,0.58,10,-6.533,0,0.0432,0.0346,4.53e-05,0.285,0.271,94.945,275389,4
3259,4yXb7Ok5ZXPmsZZ1drRznz,Snowgoons,Teacher's Trademark,German Lugers,38,"7cTfr9nU9kwlKrVxwghbxN, 5ZY4uO5GOJsBcwkMxuTcwZ",0.676,0.878,11,-5.272,1,0.303,0.342,0.0,0.133,0.595,89.837,228333,4
3260,3kxgnaaJowyIo8Qnwx6w3f,Drumsound & Bassline Smith,One In A Million,Wall of Sound,18,"1f6TTocyaqNFvwD4xsrDTh, 03C8ihFQCPkVDgBTpBauMP",0.49,0.845,2,-3.534,0,0.0484,0.00636,0.0,0.449,0.511,173.977,172054,4
3261,2WGLX9JgD6iOQZJMSE243a,Meyhem Lauren,Lexus in the Lobby,Glass,25,"4lph4e07jjlKkioG1bQx95, 37ASGd4rWpHjuVonnYAN6S, 1VLyGOeF0XVSR0XQwAX7TH, 1dGP47tYOn4oiYFyrw3abP",0.662,0.657,9,-8.204,1,0.353,0.0872,0.0,0.236,0.344,146.788,238692,4
3262,5okHkLL1rcWVlZcXYH6jzZ,Thomas O'Boyle,Belly Of The Beast,Wavey the Rocket (Original Game Soundtrack),0,0uouoOn8ZDsJrfJWFKXctc,0.488,0.655,1,-10.743,0,0.0286,1.55e-05,0.828,0.293,0.207,92.978,212000,4
3263,2CMqrz4C9cWBeITvNSIN5H,X-Raided,Everybody Killa,Psycho Active,13,3ROTuxpbVooOYY7OanW7No,0.791,0.769,11,-9.237,0,0.352,0.122,0.0,0.146,0.924,94.937,61693,4
3264,06moJNoJpsnq0UvWRvLft5,Federation,College Girl,It's Whateva (Explicit Version),6,1IpTB6p6H8ImPEpktuz8Bx,0.822,0.721,1,-6.193,1,0.212,0.0108,0.0,0.132,0.574,110.049,315347,4
3265,6f4XJGyaNxs8uNLtbRGe4C,Parralox,Somebody,Recovery,1,1048abrwjsuNC1QWEnAOSl,0.456,0.307,10,-11.427,1,0.0293,0.699,0.000241,0.117,0.0958,79.187,313943,3
